reviewer_id,week,capability_estimate,interval_lo,interval_hi,capability_prob,n_evidence,committed_frac
C003,16,-0.9061218192703383,-1.3263137109607563,-0.4859299275799204,0.2877940880776274,5.493515057542706,0.07111976464489074
C003,17,-0.926939199570385,-1.347240622448776,-0.5066377766919938,0.28354609693371163,4.444419081629338,0.0656554128013335
C003,18,-0.9469750053778745,-1.3674326147402365,-0.5265173960155126,0.2794935795485211,2.9969234206328355,0.08320514252636817
C003,19,-0.9682748770339584,-1.3889137363780546,-0.5476360176898624,0.27522448931524,6.037072547243898,0.05185362736219492
C003,20,-0.9888420279398418,-1.4097261110209687,-0.5679579448587149,0.2711408594793383,5.415852215313755,0.06742153406255975
C003,21,-1.0079294375198053,-1.4291009352845696,-0.5867579397550411,0.267385258629698,5.279571743433211,0.10361689742878231
C003,22,-1.0270156082228574,-1.4485137008697448,-0.60551751557597,0.2636630997108959,2.642001148680675,0.10568004594722699
C003,23,-1.047262675198113,-1.4691152997238974,-0.6254100506723284,0.25975108865284835,4.73215860666798,0.07873448212127179
C003,24,-1.0653176846155703,-1.4875739289604575,-0.6430614402706831,0.25629455043653354,4.977070659927305,0.12943785477944805
C004,1,-0.31501453273064395,-0.7712036764742566,0.1411746110129687,0.42189122259292156,6.135485369897782,0.24541941479591123
C004,2,-0.3278867235494108,-0.7836950533824945,0.12792160628367283,0.4187549045383596,7.776395557685474,0.25114763294284664
C004,3,-0.34142559338307377,-0.7969220048454009,0.1140708180792534,0.4154632250039828,5.894962666502641,0.23579850666010568
C004,4,-0.35891909090903473,-0.8141510057145137,0.09631282389644424,0.41122124871189203,3.614182499647919,0.14456729998591678
C004,5,-0.3767600941040007,-0.8317691643374281,0.07824897612942677,0.40690856002371256,4.221809280914655,0.13424205337144393
C004,6,-0.39726165322920426,-0.8520952891170352,0.057571982658626675,0.40197043455775416,3.6334514843447634,0.07101962975412017
C004,7,-0.4130910939447451,-0.8677913108362016,0.04160912294671154,0.3981711669278055,6.075064002849473,0.17717669577606404
C004,8,-0.4316074692605577,-0.8862125077422334,0.022997569221117897,0.393742548149883,6.443172970252783,0.11634157001203727
C004,9,-0.44416716908173914,-0.898740433672597,0.010406095509118807,0.3907484654667581,7.840906901667209,0.25395247398553084
C004,10,-0.4648224364256408,-0.9193732678342709,-0.010271605017010743,0.3858424332640627,4.489106229603488,0.0676866468001585
C004,11,-0.48687514407605936,-0.9414418049874809,-0.0323084831646378,0.3806299796440605,0.8938027219715516,0.035752108878862064
C004,12,-0.5059805362952163,-0.9605659450114146,-0.051395127579018096,0.376136253309014,7.0872003793317155,0.10436001896658582
C004,13,-0.521013574418076,-0.9756588940561415,-0.06636825478001063,0.3726152566487343,8.213623301604265,0.20064872864782216
C004,14,-0.5429314642795848,-0.9976787900675126,-0.08818413849165702,0.3675059128471488,2.9990566425425413,0.04343724532793656
C004,15,-0.5627744239807269,-1.0176562195869672,-0.1078926283744866,0.3629057548903231,4.0931517655109415,0.0910065985004757
C004,16,-0.583050704701353,-1.0380730282647899,-0.1280283811379161,0.35823092906251486,5.717998192730179,0.08180943774905611
C004,17,-0.6053550247134212,-1.0605809375834714,-0.15012911184337097,0.35311950629575617,0.8435277958543995,0.03374111183417598
C004,18,-0.625974736407587,-1.0814076667167172,-0.17054180609845698,0.3484238134506615,3.6821484023455247,0.07313688705850105
C004,19,-0.6437696160458606,-1.0994341826281615,-0.1881050494635596,0.34439491035134595,4.255997833270872,0.1356665763862863
C004,20,-0.6638951903372236,-1.119830848269318,-0.2079595324051291,0.33986515464539396,6.641553347604788,0.08207766738023936
C004,21,-0.6849122910483847,-1.1411836979219803,-0.22864088417478906,0.33516581347004165,1.5419124322606153,0.06167649729042461
C004,22,-0.7060229994495464,-1.162634042172649,-0.24941195672644362,0.33047820670737477,2.440234107970959,0.06000975449878996
C004,23,-0.7233722999221983,-1.1803266061029025,-0.26641799374149416,0.32665081220622444,6.2501783341271295,0.14773537882396043
C004,24,-0.743673747918102,-1.201043276815404,-0.28630421902080005,0.32220131917167194,1.930199482810707,0.07720797931242827
C005,1,0.4019833512452453,0.15960807961572507,0.6443586228747655,0.5991640881531725,25.0,0.46255048566806417
C005,2,0.4037119466971898,0.16204703728666636,0.6453768561077132,0.5995791675904404,25.0,0.587352898356995
C005,3,0.3998039197350699,0.15875449075466885,0.640853348715471,0.5986405488102888,25.0,0.45239011134250107
C005,4,0.40582159434970194,0.16534444203636817,0.6462987466630357,0.6000855536471932,25.0,0.6851396434072347
C005,5,0.3950475496132543,0.15506348654804897,0.6350316126784596,0.5974972012907805,25.0,0.2949779765710595
C005,6,0.395871090828062,0.15633714703503673,0.6354050346210872,0.5976952423427531,25.0,0.5664582804881634
C005,7,0.39511069600336374,0.15593290973518895,0.6342884822715386,0.5975123875438978,25.0,0.5259903494360237
C005,8,0.39036695122848986,0.1514836402077303,0.6292502622492494,0.5963710322126999,25.0,0.4348419024362585
C005,9,0.38062600643312283,0.14194347617780953,0.6193085366884361,0.5940240791968395,25.0,0.31523134134155806
C005,10,0.37044611050846216,0.13190281989566574,0.6089894011212585,0.5915667700595948,25.0,0.30622230860954003
C005,11,0.36964874717498686,0.13115115613339778,0.6081463382165759,0.5913741006409003,25.0,0.5198825126446723
C005,12,0.36280492599428504,0.12429156672124159,0.6013182852673284,0.5897192575635902,25.0,0.3812453072648703
C005,13,0.35681867965929315,0.11824691343597665,0.5953904458826096,0.5882701085564634,25.0,0.4040788050801969
C005,14,0.35140806819361764,0.11268436463973006,0.5901317717475052,0.5869589900902008,25.0,0.41440757082488594
C005,15,0.35044059865522453,0.11152227219541144,0.5893589251150376,0.5867244188643482,25.0,0.5202551186658689
C005,16,0.34951653015244477,0.11036085355822564,0.5886722067466639,0.5865003338311388,25.0,0.5243812665325339
C005,17,0.3460776736706421,0.10657763217140315,0.5855777151698811,0.5856661029631414,25.0,0.45959231012232
C005,18,0.3401513416106581,0.10026407868756201,0.5800386045337541,0.5842272851535764,25.0,0.40487757700213245
C005,19,0.33479487269004493,0.09442624681562023,0.5751634985644696,0.5829255838114147,25.0,0.4148366644049545
C005,20,0.3348649413084693,0.09393581312559152,0.575794069491347,0.5829426190294944,25.0,0.5397676099503874
C005,21,0.32550998569501005,0.08399814044853882,0.5670218309414813,0.5806664878315867,25.0,0.3247780732082984
C005,22,0.3146128790429148,0.07249602562486915,0.5567297324609605,0.5780108113945678,25.0,0.292393866993103
C005,23,0.31278431430952514,0.07001902022598688,0.5555496083930633,0.5775647347757253,25.0,0.5055302557577622
C005,24,0.3085092261782692,0.06505190906085187,0.5519665432956865,0.5765213385076956,25.0,0.45206400309684486
C006,1,0.08863662348329074,-0.16878527891488018,0.3460585258814617,0.5221446595661003,21.689409093313813,0.8423528139673243
C006,2,0.10432359901965443,-0.1524410270397717,0.36108822507908056,0.526057271369363,23.044739501561722,0.91112452279826
C006,3,0.12161068751728388,-0.1345208499704002,0.37774222500496796,0.5303652580470821,24.037706952453732,0.9518853476226866
C006,4,0.13541378253661668,-0.12015099685103797,0.39097856192427133,0.5338018097335021,22.59956914546991,0.8736615339721003
C006,5,0.1452652862895582,-0.10975674556245502,0.4002873181415714,0.5362525937856323,20.070548557404173,0.7856760242349641
C006,6,0.15645663248288827,-0.09808664209661794,0.4109999070623945,0.5390345643770129,21.5386848177055,0.8178255167213422
C006,7,0.17133524910342987,-0.08283373023408094,0.4255042284409407,0.5427293340159304,22.664114945498447,0.8984397802390629
C006,8,0.18526048436346298,-0.06859571248322077,0.43911668121014674,0.5461831073312776,22.56769762451574,0.8783848812257868
C006,9,0.19939418047039384,-0.054246307698236435,0.4530346686390241,0.5496840424162146,22.363267924452806,0.8801485420205821
C006,10,0.20848979058794992,-0.045030624512085615,0.46201020568798545,0.5519344599015551,20.209663976556914,0.7604831988278458
C006,11,0.22013036628885027,-0.03335874189088536,0.4736194744685859,0.5548114352508843,21.140962714405237,0.8162363197335827
C006,12,0.23314313528819797,-0.020338314181660377,0.4866245847580563,0.5580231972186158,22.173622675316512,0.8512432987008692
C006,13,0.24153940494735962,-0.012043306352794075,0.49512211624751334,0.560092976473175,19.229752461710696,0.73771602098685
C006,14,0.25588481203098984,0.002179748561057515,0.5095898755009222,0.563624419729366,22.689336338330325,0.8783861230700171
C006,15,0.2673998861461083,0.013507882219554013,0.5212918900726626,0.5664544697902043,20.91442681915965,0.8142921281436203
C006,16,0.27735951035129586,0.02321652603387525,0.5315024946687165,0.5688987542006856,20.36200140053172,0.7791429238348438
C006,17,0.28938055091685966,0.034906168870504684,0.5438549329632146,0.5718444747810534,20.620389956991325,0.8248155982796531
C006,18,0.29948814004897195,0.04461103281401879,0.5543652472839251,0.5743173836268479,20.160982036299767,0.7800446380136258
C006,19,0.31016880755667864,0.05484451269885232,0.5654931024145049,0.5769264646069134,20.705707875824764,0.7955098988487981
C006,20,0.3191224735820674,0.06335117351074249,0.5748937736533923,0.5791103773622833,19.880415919756732,0.7562102818931775
C006,21,0.32994281972455364,0.07369761256891144,0.5861880268801958,0.5817454639349587,20.847338716903234,0.8022542246144395
C006,22,0.337933995195967,0.08115062263571049,0.5947173677562235,0.5836885785389923,20.005536722648994,0.7371335117183682
C006,23,0.3452149242989249,0.08779854002720616,0.6026313085706436,0.5854567316014934,18.165711388371648,0.7152379745154853
C006,24,0.3552144457960019,0.09711159390454843,0.6133172976874555,0.5878814947118958,19.916418801327534,0.7789747304925017
C007,1,0.02250142295130697,-0.3319380257471675,0.37694087164978146,0.50562511840013,13.635721591756448,0.5454288636702579
C007,2,0.022317955960868496,-0.3316167479307065,0.3762526598524435,0.5055792574105741,15.020841529139906,0.5464018876881775
C007,3,0.015641019591675742,-0.3378590617394406,0.36914110092279206,0.5039101751823191,10.537010863285003,0.3973754526368752
C007,4,0.015311760313045375,-0.3377575171605192,0.36838103778660997,0.5038278652916341,14.543749330870014,0.5453804056900006
C007,5,0.016264297432599273,-0.3364072058379326,0.36893580070313114,0.5040659847281908,15.288502099257428,0.5777609608372795
C007,6,0.010637119228585346,-0.3417186287685166,0.3629928672256873,0.5026592547330131,10.63845456845916,0.4255381827383664
C007,7,0.008582816897860557,-0.3434591276617436,0.3606247614574647,0.5021456910526658,13.706423574348712,0.5089749380151614
C007,8,-0.0007075507369941336,-0.3525097986305891,0.35109469715660085,0.49982311232313104,8.54472220918328,0.34178888836733123
C007,9,-0.005352140153214224,-0.35693285925478285,0.3462285789483544,0.49866196815573355,11.824841168282127,0.451035048678422
C007,10,-0.0011162330246697362,-0.3525345214144551,0.35030205536511566,0.49972094177280757,16.442034643768057,0.6576813857507223
C007,11,-0.00404257012272876,-0.35544216915952404,0.34735702891406656,0.49898935884567375,13.548712774704246,0.4794869443047384
C007,12,-0.009668459799760235,-0.36108705408262026,0.3417501344830998,0.49758290387903115,10.487412823051331,0.41949651292205314
C007,13,-0.012588193857605859,-0.36406177631709663,0.33888538860188494,0.49685299309240333,13.648349167345827,0.48401587124299217
C007,14,-0.017669617777919422,-0.36925892651033826,0.3339196909544994,0.49558271048373703,10.890491772790856,0.43561967091163434
C007,15,-0.022867112966503303,-0.37457418611363663,0.32883996018063005,0.4942834708562737,12.539354441837196,0.4336070200835089
C007,16,-0.0270426690374714,-0.37894798574376987,0.3248626476688271,0.49323974472018595,12.496365565813907,0.4563637202527785
C007,17,-0.03892483772109124,-0.39112146974948664,0.3132717943073042,0.49027001906474027,6.860203055324937,0.2744081222129975
C007,18,-0.049385853985604,-0.40190791836029327,0.3031362103890852,0.4876560452719205,8.390351812604598,0.30793132552519153
C007,19,-0.050498549700621544,-0.4033592558908925,0.30236215648964937,0.48737804473523144,13.625455491674641,0.5260606454864434
C007,20,-0.06395421772874259,-0.41719253087040625,0.28928409541292105,0.48401689296121797,7.5820520933617095,0.24269791710268301
C007,21,-0.07842404537103403,-0.43210671277081797,0.2752586220287499,0.4804040311022872,5.3218907079756725,0.21287562831902687
C007,22,-0.09292297751697622,-0.44707862407705884,0.26123266904310644,0.47678595703627363,7.677854130227639,0.2126297331921654
C007,23,-0.11126010836894745,-0.4658907032926438,0.2433704865547489,0.4722136305155063,3.1075278984862065,0.12430111593944827
C007,24,-0.12306120085871528,-0.4781706185738258,0.2320482168563953,0.4692734670375589,8.356167805344867,0.27635512197151596
C008,1,-0.5399339011381273,-0.8986083568420684,-0.1812594454341862,0.3682029586777643,7.211051824471442,0.2265674706291931
C008,2,-0.5456860766616838,-0.9038908015732177,-0.1874813517501499,0.36686585010747014,11.447279612286602,0.4107512874907218
C008,3,-0.5511081885869167,-0.9089225699514376,-0.19329380722239575,0.3656073390060277,11.06909126512235,0.4195454693800979
C008,4,-0.564563144761747,-0.9220510812689678,-0.20707520825452608,0.3624922949019904,5.896131891350167,0.23584527565400662
C008,5,-0.5762911885220943,-0.9334991114345678,-0.21908326560962077,0.35978643688311046,7.619599995502302,0.27581666647926256
C008,6,-0.593716630551612,-0.9507065442661713,-0.2367267168370526,0.3557825417985993,5.28886992293646,0.14299434447549822
C008,7,-0.6047897821856728,-0.9616089696829306,-0.24797059468841498,0.3532486331706261,7.197614291737091,0.28790457166948363
C008,8,-0.611972760019292,-0.9686734471494557,-0.25527207288912834,0.35160931613371654,9.469271443793955,0.3787708577517582
C008,9,-0.6185601668162795,-0.9752156697638696,-0.2619046638686893,0.35010898979122446,11.020996146319474,0.3922172237530206
C008,10,-0.6304599078867394,-0.9871584713627951,-0.2737613444106838,0.34740626240504174,7.44765107551676,0.26865212814653167
C008,11,-0.6409077110995958,-0.9977124933013397,-0.2841029288978518,0.3450413788925696,7.529489923527825,0.3011795969411129
C008,12,-0.6586357089240746,-1.0156109198530752,-0.3016604979950742,0.34104614717004555,5.011809434102208,0.1309482362653134
C008,13,-0.6713241997522275,-1.0284730287284143,-0.31417537077604063,0.33820039376144057,8.467690353130816,0.24853137968776445
C008,14,-0.6860746226443684,-1.0434726824945504,-0.32867656279418633,0.3349068611220739,5.73061303331703,0.1971088763882096
C008,15,-0.7026840938463595,-1.060377868358892,-0.3449903193338271,0.3312173985549128,4.6905743088341545,0.15377392953475646
C008,16,-0.7194474418528454,-1.0774691224317086,-0.36142576127398207,0.32751467160640746,5.4739955540634035,0.1510432849592784
C008,17,-0.7375967919619688,-1.0959757470125462,-0.37921783691139155,0.32352988256567095,4.77529094103566,0.12066482352328958
C008,18,-0.7570795100983521,-1.115820115145834,-0.39833890505087016,0.3192806717345207,3.177647753125214,0.09073532304688392
C008,19,-0.7766062227352398,-1.1357332851887338,-0.4174791602817458,0.31505178327143984,2.252030568255917,0.09008122273023667
C008,20,-0.7947548294899,-1.1542705569932936,-0.4352391019865063,0.31114862825021006,6.574088969683217,0.1225756652230103
C008,21,-0.8120749869599697,-1.1720107174589336,-0.4521392564610058,0.3074485049019136,6.168586048191454,0.14402663855415698
C008,22,-0.8325920450941675,-1.1929802933880327,-0.4722037968003024,0.30309727498418826,3.6563328340037113,0.07201447104363963
C008,23,-0.8513751802996105,-1.2122469379136973,-0.49050342268552355,0.29914446166433667,3.689799798452533,0.11207499160218887
C008,24,-0.8722698575034077,-1.2336272747344423,-0.510912440272373,0.29478221147413847,5.339538688223136,0.0637875565820541
C009,1,-0.304580651563751,-0.5012578374367354,-0.10790346569076673,0.42443808850616643,25.0,0.6387278268862338
C009,2,-0.3004673532610037,-0.4962658366177432,-0.10466886990426422,0.42544323877594425,25.0,0.6419703957122934
C009,3,-0.29713964475428534,-0.49215360740345815,-0.10212568210511255,0.4262568692474037,25.0,0.6224311350677124
C009,4,-0.29721850654174364,-0.4915216945225727,-0.10291531856091457,0.42623758276700063,25.0,0.5462817849662931
C009,5,-0.296279502898299,-0.48998677352533704,-0.10257223227126103,0.42646724054834145,25.0,0.5579021195776654
C009,6,-0.2959812512616158,-0.4891763928569153,-0.10278610966631632,0.42654019239040103,25.0,0.5437355286220403
C009,7,-0.28880132019751437,-0.4815953643178843,-0.09600727607714446,0.4282973490229264,25.0,0.694155245395232
C009,8,-0.2868028934123238,-0.47928826944656094,-0.09431751737808663,0.4287867512320198,25.0,0.5722443743751009
C009,9,-0.28854265430413073,-0.48079182568471945,-0.09629348292354198,0.42836068679940853,25.0,0.4883199690088906
C009,10,-0.28034762533449853,-0.47246637225032306,-0.08822887841867402,0.43036855313990824,25.0,0.7117308519770033
C009,11,-0.2676612229181757,-0.4597416016869116,-0.07558084414943977,0.4334813512462924,25.0,0.8138840388351131
C009,12,-0.2689118461395751,-0.46103677206374394,-0.07678692021540626,0.43317425469913595,25.0,0.4910192308426216
C009,13,-0.26549182649231684,-0.45775329676796084,-0.07323035621667282,0.43401417803870945,25.0,0.5972326592670626
C009,14,-0.26744519680353684,-0.45990345152971146,-0.0749869420773622,0.43353440267971566,25.0,0.4771483603685902
C009,15,-0.2714031257306767,-0.46413066314240703,-0.07867558831894636,0.43256266219461803,25.0,0.4332151475662785
C009,16,-0.2735144301835137,-0.4666037009275105,-0.08042515943951684,0.4320445118273657,25.0,0.4737706550836421
C009,17,-0.266882645927733,-0.4603804826995409,-0.07338480915592507,0.43367256039348573,25.0,0.6817637741936334
C009,18,-0.26176436349271187,-0.45574372474912905,-0.06778500223629472,0.4349300381392593,25.0,0.6491931678606165
C009,19,-0.264219358531955,-0.45871207293212035,-0.06972664413178967,0.4343267807449917,25.0,0.47939356087105583
C009,20,-0.26993759977175213,-0.4650171081282276,-0.07485809141527669,0.4329224142637381,25.0,0.4060211358577595
C009,21,-0.2711675623038139,-0.4669184111418979,-0.0754167134657299,0.43262048267552505,25.0,0.5106485588366524
