reviewer_id,week,case_id,domain,arm,independent_correct,source
C001,3,CASE027067,code_review,blind_first,1,blind_first_precommit
C001,3,CASE027068,code_review,blind_first,1,blind_first_precommit
C001,3,CASE027069,code_review,blind_first,1,blind_first_precommit
C001,3,CASE027070,code_review,blind_first,0,blind_first_precommit
C001,3,CASE027071,code_review,blind_first,1,blind_first_precommit
C001,3,CASE027072,code_review,blind_first,1,blind_first_precommit
C001,3,CASE027073,code_review,blind_first,1,blind_first_precommit
C001,3,CASE027074,code_review,blind_first,1,blind_first_precommit
C001,3,CASE027075,code_review,blind_first,0,blind_first_precommit
C001,4,CASE027076,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027077,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027078,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027079,code_review,blind_first,0,blind_first_precommit
C001,4,CASE027080,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027081,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027082,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027083,code_review,blind_first,0,blind_first_precommit
C001,4,CASE027084,code_review,blind_first,0,blind_first_precommit
C001,4,CASE027085,code_review,blind_first,0,blind_first_precommit
C001,4,CASE027086,code_review,blind_first,0,blind_first_precommit
C001,4,CASE027087,code_review,blind_first,0,blind_first_precommit
C001,4,CASE027088,code_review,blind_first,0,blind_first_precommit
C001,4,CASE027089,code_review,blind_first,0,blind_first_precommit
C001,4,CASE027090,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027091,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027092,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027093,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027094,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027095,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027096,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027097,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027098,code_review,blind_first,1,blind_first_precommit
C001,4,CASE027099,code_review,blind_first,0,blind_first_precommit
C001,4,CASE027100,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027101,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027102,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027103,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027104,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027105,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027106,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027107,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027108,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027109,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027110,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027111,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027112,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027113,code_review,blind_first,1,ai_not_shown
C001,5,CASE027114,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027115,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027116,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027117,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027118,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027119,code_review,blind_first,1,blind_first_precommit
C001,5,CASE027120,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027121,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027122,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027123,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027124,code_review,blind_first,0,blind_first_precommit
C001,5,CASE027125,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027126,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027127,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027128,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027129,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027130,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027131,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027132,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027133,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027134,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027135,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027136,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027137,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027138,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027139,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027140,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027141,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027142,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027143,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027144,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027145,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027146,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027147,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027148,code_review,blind_first,0,blind_first_precommit
C001,6,CASE027149,code_review,blind_first,1,blind_first_precommit
C001,6,CASE027150,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027151,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027152,code_review,blind_first,1,ai_not_shown
C001,7,CASE027153,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027154,code_review,blind_first,0,blind_first_precommit
C001,7,CASE027155,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027156,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027157,code_review,blind_first,1,ai_not_shown
C001,7,CASE027158,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027159,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027160,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027161,code_review,blind_first,0,blind_first_precommit
C001,7,CASE027162,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027163,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027164,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027165,code_review,blind_first,0,blind_first_precommit
C001,7,CASE027166,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027167,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027168,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027169,code_review,blind_first,0,blind_first_precommit
C001,7,CASE027170,code_review,blind_first,0,blind_first_precommit
C001,7,CASE027171,code_review,blind_first,0,blind_first_precommit
C001,7,CASE027172,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027173,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027174,code_review,blind_first,1,blind_first_precommit
C001,7,CASE027175,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027176,code_review,blind_first,0,ai_not_shown
C001,8,CASE027177,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027178,code_review,blind_first,0,blind_first_precommit
C001,8,CASE027179,code_review,blind_first,0,blind_first_precommit
C001,8,CASE027180,code_review,blind_first,0,blind_first_precommit
C001,8,CASE027181,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027182,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027183,code_review,blind_first,1,ai_not_shown
C001,8,CASE027184,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027185,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027186,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027187,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027188,code_review,blind_first,1,ai_not_shown
C001,8,CASE027189,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027190,code_review,blind_first,0,blind_first_precommit
C001,8,CASE027191,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027192,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027193,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027194,code_review,blind_first,0,blind_first_precommit
C001,8,CASE027195,code_review,blind_first,0,blind_first_precommit
C001,8,CASE027196,code_review,blind_first,0,blind_first_precommit
C001,8,CASE027197,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027198,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027199,code_review,blind_first,1,blind_first_precommit
C001,8,CASE027200,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027201,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027202,code_review,blind_first,0,blind_first_precommit
C001,9,CASE027203,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027204,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027205,code_review,blind_first,0,blind_first_precommit
C001,9,CASE027206,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027207,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027208,code_review,blind_first,0,blind_first_precommit
C001,9,CASE027209,code_review,blind_first,0,blind_first_precommit
C001,9,CASE027210,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027211,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027212,code_review,blind_first,0,blind_first_precommit
C001,9,CASE027213,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027214,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027215,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027216,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027217,code_review,blind_first,1,ai_not_shown
C001,9,CASE027218,code_review,blind_first,0,blind_first_precommit
C001,9,CASE027219,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027220,code_review,blind_first,0,blind_first_precommit
C001,9,CASE027221,code_review,blind_first,0,blind_first_precommit
C001,9,CASE027222,code_review,blind_first,0,ai_not_shown
C001,9,CASE027223,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027224,code_review,blind_first,1,blind_first_precommit
C001,9,CASE027225,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027226,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027227,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027228,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027229,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027230,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027231,code_review,blind_first,0,ai_not_shown
C001,10,CASE027232,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027233,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027234,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027235,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027236,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027237,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027238,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027239,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027240,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027241,code_review,blind_first,0,blind_first_precommit
C001,10,CASE027242,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027243,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027244,code_review,blind_first,0,blind_first_precommit
C001,10,CASE027245,code_review,blind_first,0,blind_first_precommit
C001,10,CASE027246,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027247,code_review,blind_first,0,blind_first_precommit
C001,10,CASE027248,code_review,blind_first,1,ai_not_shown
C001,10,CASE027249,code_review,blind_first,1,blind_first_precommit
C001,10,CASE027250,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027251,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027252,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027253,code_review,blind_first,0,blind_first_precommit
C001,11,CASE027254,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027255,code_review,blind_first,0,blind_first_precommit
C001,11,CASE027256,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027257,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027258,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027259,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027260,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027261,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027262,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027263,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027264,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027265,code_review,blind_first,0,blind_first_precommit
C001,11,CASE027266,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027267,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027268,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027269,code_review,blind_first,0,blind_first_precommit
C001,11,CASE027270,code_review,blind_first,0,blind_first_precommit
C001,11,CASE027271,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027272,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027273,code_review,blind_first,1,ai_not_shown
C001,11,CASE027274,code_review,blind_first,1,blind_first_precommit
C001,11,CASE027275,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027276,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027277,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027278,code_review,blind_first,0,blind_first_precommit
C001,12,CASE027279,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027280,code_review,blind_first,0,ai_not_shown
C001,12,CASE027281,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027282,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027283,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027284,code_review,blind_first,0,blind_first_precommit
C001,12,CASE027285,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027286,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027287,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027288,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027289,code_review,blind_first,0,blind_first_precommit
C001,12,CASE027290,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027291,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027292,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027293,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027294,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027295,code_review,blind_first,1,ai_not_shown
C001,12,CASE027296,code_review,blind_first,0,blind_first_precommit
C001,12,CASE027297,code_review,blind_first,1,blind_first_precommit
C001,12,CASE027298,code_review,blind_first,0,blind_first_precommit
C001,12,CASE027299,code_review,blind_first,0,blind_first_precommit
C001,12,CASE027300,code_review,blind_first,0,blind_first_precommit
C001,13,CASE027301,code_review,blind_first,0,ai_not_shown
C001,13,CASE027302,code_review,blind_first,0,ai_not_shown
C001,13,CASE027303,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027304,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027305,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027306,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027307,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027308,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027309,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027310,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027311,code_review,blind_first,0,blind_first_precommit
C001,13,CASE027312,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027313,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027314,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027315,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027316,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027317,code_review,blind_first,0,blind_first_precommit
C001,13,CASE027318,code_review,blind_first,0,blind_first_precommit
C001,13,CASE027319,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027320,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027321,code_review,blind_first,0,blind_first_precommit
C001,13,CASE027322,code_review,blind_first,0,blind_first_precommit
C001,13,CASE027323,code_review,blind_first,1,ai_not_shown
C001,13,CASE027324,code_review,blind_first,1,blind_first_precommit
C001,13,CASE027325,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027326,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027327,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027328,code_review,blind_first,0,blind_first_precommit
C001,14,CASE027329,code_review,blind_first,0,blind_first_precommit
C001,14,CASE027330,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027331,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027332,code_review,blind_first,0,blind_first_precommit
C001,14,CASE027333,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027334,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027335,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027336,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027337,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027338,code_review,blind_first,0,ai_not_shown
C001,14,CASE027339,code_review,blind_first,0,blind_first_precommit
C001,14,CASE027340,code_review,blind_first,0,blind_first_precommit
C001,14,CASE027341,code_review,blind_first,1,ai_not_shown
C001,14,CASE027342,code_review,blind_first,0,blind_first_precommit
C001,14,CASE027343,code_review,blind_first,0,blind_first_precommit
C001,14,CASE027344,code_review,blind_first,0,blind_first_precommit
C001,14,CASE027345,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027346,code_review,blind_first,0,blind_first_precommit
C001,14,CASE027347,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027348,code_review,blind_first,0,blind_first_precommit
C001,14,CASE027349,code_review,blind_first,1,blind_first_precommit
C001,14,CASE027350,code_review,blind_first,0,blind_first_precommit
C001,15,CASE027351,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027352,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027353,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027354,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027355,code_review,blind_first,0,ai_not_shown
C001,15,CASE027356,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027357,code_review,blind_first,0,blind_first_precommit
C001,15,CASE027358,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027359,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027360,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027361,code_review,blind_first,0,blind_first_precommit
C001,15,CASE027362,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027363,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027364,code_review,blind_first,0,blind_first_precommit
C001,15,CASE027365,code_review,blind_first,0,blind_first_precommit
C001,15,CASE027366,code_review,blind_first,0,blind_first_precommit
C001,15,CASE027367,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027368,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027369,code_review,blind_first,0,blind_first_precommit
C001,15,CASE027370,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027371,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027372,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027373,code_review,blind_first,0,blind_first_precommit
C001,15,CASE027374,code_review,blind_first,1,blind_first_precommit
C001,15,CASE027375,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027376,code_review,blind_first,0,blind_first_precommit
C001,16,CASE027377,code_review,blind_first,0,blind_first_precommit
C001,16,CASE027378,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027379,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027380,code_review,blind_first,0,blind_first_precommit
C001,16,CASE027381,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027382,code_review,blind_first,1,ai_not_shown
C001,16,CASE027383,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027384,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027385,code_review,blind_first,0,blind_first_precommit
C001,16,CASE027386,code_review,blind_first,0,blind_first_precommit
C001,16,CASE027387,code_review,blind_first,0,blind_first_precommit
C001,16,CASE027388,code_review,blind_first,0,blind_first_precommit
C001,16,CASE027389,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027390,code_review,blind_first,0,blind_first_precommit
C001,16,CASE027391,code_review,blind_first,1,ai_not_shown
C001,16,CASE027392,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027393,code_review,blind_first,0,blind_first_precommit
C001,16,CASE027394,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027395,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027396,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027397,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027398,code_review,blind_first,0,blind_first_precommit
C001,16,CASE027399,code_review,blind_first,1,blind_first_precommit
C001,16,CASE027400,code_review,blind_first,1,blind_first_precommit
C001,17,CASE027401,code_review,blind_first,1,blind_first_precommit
C001,17,CASE027402,code_review,blind_first,0,blind_first_precommit
C001,17,CASE027403,code_review,blind_first,1,blind_first_precommit
C001,17,CASE027404,code_review,blind_first,1,ai_not_shown
C001,17,CASE027405,code_review,blind_first,0,blind_first_precommit
C001,17,CASE027406,code_review,blind_first,1,blind_first_precommit
C001,17,CASE027407,code_review,blind_first,1,blind_first_precommit
C001,17,CASE027408,code_review,blind_first,1,blind_first_precommit
C001,17,CASE027409,code_review,blind_first,1,blind_first_precommit
C001,17,CASE027410,code_review,blind_first,1,blind_first_precommit
C001,17,CASE027411,code_review,blind_first,0,blind_first_precommit
C001,17,CASE027412,code_review,blind_first,1,blind_first_precommit
C001,17,CASE027413,code_review,blind_first,1,blind_first_precommit
