reviewer_id,week,capability_estimate,interval_lo,interval_hi,deferred_rate,committed_rate,blind_sample_n
C001,7,-0.745044792266809,-0.9185676114032544,-0.5715219731303635,0.4782608695652174,0.5217391304347826,25
C001,8,-0.7634897411336221,-0.9365839157352688,-0.5903955665319753,0.9090909090909092,0.0909090909090909,25
C001,9,-0.7759237675952816,-0.9486766055864484,-0.6031709296041148,0.782608695652174,0.217391304347826,25
C001,10,-0.7856236720853749,-0.9581277711658878,-0.613119573004862,0.6956521739130435,0.3043478260869565,25
C001,11,-0.7996982879002055,-0.9720160277713844,-0.6273805480290264,0.7916666666666666,0.2083333333333333,25
C001,12,-0.8137878621389169,-0.985981541986001,-0.6415941822918327,0.8260869565217391,0.1739130434782608,25
C001,13,-0.8297017846796859,-1.0018581386064531,-0.6575454307529187,0.8636363636363636,0.1363636363636363,25
C001,14,-0.8481537628202662,-1.020352727223668,-0.6759547984168646,0.9130434782608696,0.0869565217391304,25
C001,15,-0.860914437152301,-1.033256450073346,-0.6885724242312559,0.75,0.25,25
C001,16,-0.8753466129940047,-1.0479185221447973,-0.7027747038432121,0.782608695652174,0.217391304347826,25
C001,17,-0.8816555852845286,-1.0545539593461462,-0.7087572112229109,0.5652173913043478,0.4347826086956522,25
C001,18,-0.8977443359537292,-1.0710564507689349,-0.7244322211385233,0.8260869565217391,0.1739130434782608,25
C001,19,-0.9111162897590016,-1.084939215444756,-0.7372933640732473,0.7727272727272727,0.2272727272727273,25
C001,20,-0.92354780145645,-1.0979790409042782,-0.749116562008622,0.7619047619047619,0.2380952380952381,25
C001,21,-0.9402774926422716,-1.1153901177783183,-0.7651648675062246,0.875,0.125,25
C001,22,-0.9572195270546368,-1.1331161517015629,-0.7813229024077107,0.8333333333333334,0.1666666666666666,25
C001,23,-0.9717972922864332,-1.148576885335129,-0.7950176992377374,0.8,0.1999999999999999,25
C001,24,-0.9908985622717548,-1.168650869441082,-0.8131462551024278,0.92,0.0799999999999999,25
C002,1,0.3812163504891848,0.0223189485132609,0.7401137524651087,0.5909090909090909,0.409090909090909,3
C002,2,0.3765641565365684,0.0181658510622858,0.734962462010851,0.5263157894736842,0.4736842105263158,6
C002,3,0.3724613014200896,0.0145599632854915,0.7303626395546876,0.5238095238095238,0.4761904761904761,4
C002,4,0.3695642845585828,0.0121242885217059,0.7270042805954597,0.5,0.5,5
C002,5,0.3654306388032836,0.0084171718315957,0.7224441057749715,0.5789473684210527,0.4210526315789473,6
C002,6,0.3615114638312808,0.0048866203882026,0.7181363072743591,0.5555555555555556,0.4444444444444444,7
C002,7,0.3560897334812291,-0.0002103242972814,0.7123897912597397,0.55,0.4499999999999999,5
C002,8,0.3500012195604211,-0.0059760691149459,0.7059785082357881,0.5714285714285714,0.4285714285714286,4
C002,9,0.3388677231061259,-0.0168665917749471,0.6946020379871989,0.7142857142857143,0.2857142857142857,4
C002,10,0.340466290418,-0.0150587454459371,0.6959913262819373,0.4285714285714285,0.5714285714285714,4
C002,11,0.3223431005869386,-0.0330120827477605,0.6776982839216379,0.8947368421052632,0.1052631578947368,6
C002,12,0.3106720189430694,-0.0445458237222419,0.6658898616083807,0.75,0.25,5
C002,13,0.309446187974873,-0.045667943783126,0.664560319732872,0.4545454545454545,0.5454545454545454,3
C002,14,0.2954811335384145,-0.0595915346218094,0.6505538016986384,0.7727272727272727,0.2272727272727273,3
C002,15,0.2920898108519795,-0.0629739051123917,0.6471535268163506,0.5454545454545454,0.4545454545454546,3
C002,16,0.2769957844076227,-0.0781422703383194,0.6321338391535649,0.8181818181818182,0.1818181818181817,3
C002,17,0.2656281823735269,-0.0896162280497239,0.6208725927967778,0.7368421052631579,0.2631578947368421,6
C002,18,0.2566144724819492,-0.0987959683734091,0.6120249133373077,0.6086956521739131,0.3913043478260869,2
C002,19,0.2476932422368859,-0.1079405989540963,0.6033270834278681,0.65,0.35,5
C002,20,0.2421226971354177,-0.1137366909592833,0.5979820852301188,0.6,0.4,5
C002,21,0.2268438023350614,-0.1292759727928414,0.5829635774629643,0.8,0.1999999999999999,5
C002,22,0.219271226853601,-0.1371780215055042,0.5757204752127063,0.631578947368421,0.368421052631579,6
C002,23,0.2058193618411791,-0.1510424063346682,0.5626811300170266,0.782608695652174,0.217391304347826,2
C002,24,0.1893211655982336,-0.1680058302553141,0.5466481614517815,0.8421052631578947,0.1578947368421053,6
C003,1,-0.6244692752684176,-1.0462903191324004,-0.2026482314044347,0.6363636363636364,0.3636363636363636,3
C003,2,-0.6426221865584547,-1.0640828370217226,-0.2211615360951867,0.8695652173913043,0.1304347826086956,2
C003,3,-0.6608431367150509,-1.0819928251442454,-0.2396934482858563,0.875,0.125,1
C003,4,-0.6783501398876908,-1.0992217062835006,-0.2574785734918808,0.8695652173913043,0.1304347826086956,2
C003,5,-0.6940051494975681,-1.1146547899585444,-0.2733555090365918,0.88,0.12,0
C003,6,-0.7077949254445148,-1.1282259655449045,-0.287363885344125,0.8260869565217391,0.1739130434782608,2
C003,7,-0.7233392154281266,-1.1436277447409224,-0.3030506861153307,0.8333333333333334,0.1666666666666666,1
C003,8,-0.7444588120465869,-1.1646585009158252,-0.3242591231773487,0.9583333333333334,0.0416666666666666,1
C003,9,-0.7626221044387786,-1.1827573557692883,-0.342486853108269,0.875,0.125,1
C003,10,-0.7823151439779756,-1.202415500203376,-0.3622147877525752,0.96,0.04,0
C003,11,-0.7997509867924553,-1.219819973658732,-0.3796819999261783,0.9166666666666666,0.0833333333333333,1
C003,12,-0.8224016452414354,-1.2424740424669074,-0.4023292480159635,1.0,0.0,3
C003,13,-0.8439087132160692,-1.2639873820652483,-0.42383004436689,1.0,0.0,0
C003,14,-0.8667640918255779,-1.2868563361489451,-0.4466718475022106,1.0,0.0,1
C003,15,-0.8856314956921774,-1.305749922100683,-0.4655130692836718,0.9130434782608696,0.0869565217391304,2
C003,16,-0.9061218192703384,-1.3263137109607563,-0.4859299275799204,1.0,0.0,4
C003,17,-0.926939199570385,-1.347240622448776,-0.5066377766919938,1.0,0.0,3
C003,18,-0.9469750053778744,-1.3674326147402365,-0.5265173960155126,0.9583333333333334,0.0416666666666666,1
C003,19,-0.9682748770339584,-1.3889137363780546,-0.5476360176898624,0.95,0.05,5
C003,20,-0.9888420279398418,-1.409726111020969,-0.5679579448587149,1.0,0.0,4
C003,21,-1.0079294375198051,-1.4291009352845696,-0.5867579397550411,0.9090909090909092,0.0909090909090909,3
C003,22,-1.0270156082228574,-1.4485137008697448,-0.60551751557597,0.92,0.0799999999999999,0
C003,23,-1.047262675198113,-1.4691152997238974,-0.6254100506723284,0.9545454545454546,0.0454545454545454,3
C003,24,-1.0653176846155703,-1.4875739289604577,-0.6430614402706831,0.8695652173913043,0.1304347826086956,2
C004,1,-0.3150145327306439,-0.7712036764742566,0.1411746110129687,0.76,0.24,0
C004,2,-0.3278867235494108,-0.7836950533824945,0.1279216062836728,0.782608695652174,0.217391304347826,2
C004,3,-0.3414255933830737,-0.7969220048454009,0.1140708180792534,0.8,0.1999999999999999,0
C004,4,-0.3589190909090347,-0.8141510057145137,0.0963128238964442,0.88,0.12,0
C004,5,-0.3767600941040007,-0.8317691643374281,0.0782489761294267,0.875,0.125,1
C004,6,-0.3972616532292042,-0.8520952891170352,0.0575719826586266,0.9565217391304348,0.0434782608695651,2
C004,7,-0.4130910939447451,-0.8677913108362016,0.0416091229467115,0.8260869565217391,0.1739130434782608,2
C004,8,-0.4316074692605577,-0.8862125077422334,0.0229975692211178,0.9523809523809524,0.0476190476190476,4
C004,9,-0.4441671690817391,-0.898740433672597,0.0104060955091188,0.782608695652174,0.217391304347826,2
C004,10,-0.4648224364256408,-0.9193732678342708,-0.0102716050170107,0.9545454545454546,0.0454545454545454,3
C004,11,-0.4868751440760593,-0.9414418049874808,-0.0323084831646378,0.96,0.04,0
C004,12,-0.5059805362952163,-0.9605659450114146,-0.051395127579018,0.95,0.05,5
C004,13,-0.521013574418076,-0.9756588940561416,-0.0663682547800106,0.8095238095238095,0.1904761904761904,4
C004,14,-0.5429314642795848,-0.9976787900675126,-0.088184138491657,1.0,0.0,2
C004,15,-0.5627744239807269,-1.0176562195869672,-0.1078926283744866,0.9130434782608696,0.0869565217391304,2
C004,16,-0.583050704701353,-1.03807302826479,-0.1280283811379161,0.9523809523809524,0.0476190476190476,4
C004,17,-0.6053550247134212,-1.0605809375834714,-0.1501291118433709,1.0,0.0,0
C004,18,-0.625974736407587,-1.0814076667167172,-0.1705418060984569,0.9565217391304348,0.0434782608695651,2
C004,19,-0.6437696160458606,-1.0994341826281615,-0.1881050494635596,0.875,0.125,1
C004,20,-0.6638951903372236,-1.119830848269318,-0.2079595324051291,0.95,0.05,5
C004,21,-0.6849122910483847,-1.1411836979219805,-0.228640884174789,0.96,0.04,0
C004,22,-0.7060229994495464,-1.162634042172649,-0.2494119567264436,0.9583333333333334,0.0416666666666666,1
C004,23,-0.7233722999221983,-1.1803266061029023,-0.2664179937414941,0.8636363636363636,0.1363636363636363,3
C004,24,-0.743673747918102,-1.201043276815404,-0.2863042190208,0.92,0.0799999999999999,0
C005,1,0.4019833512452453,0.159608079615725,0.6443586228747655,0.5416666666666666,0.4583333333333333,25
C005,2,0.4037119466971898,0.1620470372866663,0.6453768561077132,0.4166666666666667,0.5833333333333333,25
C005,3,0.3998039197350699,0.1587544907546688,0.640853348715471,0.56,0.4399999999999999,25
C005,4,0.4058215943497019,0.1653444420363681,0.6462987466630357,0.3181818181818182,0.6818181818181819,25
C005,5,0.3950475496132543,0.1550634865480489,0.6350316126784596,0.7272727272727273,0.2727272727272727,25
C005,6,0.395871090828062,0.1563371470350367,0.6354050346210872,0.375,0.625,25
C005,7,0.3951106960033637,0.1559329097351889,0.6342884822715386,0.4761904761904761,0.5238095238095238,25
C005,8,0.3903669512284898,0.1514836402077303,0.6292502622492494,0.5652173913043478,0.4347826086956522,25
C005,9,0.3806260064331228,0.1419434761778095,0.6193085366884361,0.6956521739130435,0.3043478260869565,25
C005,10,0.3704461105084621,0.1319028198956657,0.6089894011212585,0.7083333333333334,0.2916666666666666,25
C005,11,0.3696487471749868,0.1311511561333977,0.6081463382165759,0.48,0.52,25
C005,12,0.362804925994285,0.1242915667212415,0.6013182852673284,0.625,0.375,25
C005,13,0.3568186796592931,0.1182469134359766,0.5953904458826096,0.5789473684210527,0.4210526315789473,25
C005,14,0.3514080681936176,0.11268436463973,0.5901317717475052,0.6086956521739131,0.3913043478260869,25
C005,15,0.3504405986552245,0.1115222721954114,0.5893589251150376,0.5,0.5,25
C005,16,0.3495165301524447,0.1103608535582256,0.5886722067466639,0.4545454545454545,0.5454545454545454,25
C005,17,0.3460776736706421,0.1065776321714031,0.5855777151698811,0.5833333333333334,0.4166666666666666,25
C005,18,0.3401513416106581,0.100264078687562,0.5800386045337541,0.6,0.4,25
C005,19,0.3347948726900449,0.0944262468156202,0.5751634985644696,0.6086956521739131,0.3913043478260869,25
C005,20,0.3348649413084693,0.0939358131255915,0.575794069491347,0.4782608695652174,0.5217391304347826,25
C005,21,0.32550998569501,0.0839981404485388,0.5670218309414813,0.65,0.35,25
C005,22,0.3146128790429148,0.0724960256248691,0.5567297324609605,0.6818181818181818,0.3181818181818182,25
C005,23,0.3127843143095251,0.0700190202259868,0.5555496083930633,0.5,0.5,25
C005,24,0.3085092261782692,0.0650519090608518,0.5519665432956865,0.5416666666666666,0.4583333333333333,25
C006,1,0.0886366234832907,-0.1687852789148801,0.3460585258814617,0.0952380952380952,0.9047619047619048,4
C006,2,0.1043235990196544,-0.1524410270397717,0.3610882250790805,0.0454545454545454,0.9545454545454546,3
C006,3,0.1216106875172838,-0.1345208499704002,0.3777422250049679,0.05,0.95,5
C006,4,0.1354137825366166,-0.1201509968510379,0.3909785619242713,0.0526315789473684,0.9473684210526316,6
C006,5,0.1452652862895582,-0.109756745562455,0.4002873181415714,0.1739130434782608,0.8260869565217391,2
C006,6,0.1564566324828882,-0.0980866420966179,0.4109999070623945,0.2105263157894736,0.7894736842105263,6
C006,7,0.1713352491034298,-0.0828337302340809,0.4255042284409407,0.0869565217391304,0.9130434782608696,2
C006,8,0.1852604843634629,-0.0685957124832207,0.4391166812101467,0.1,0.9,5
C006,9,0.1993941804703938,-0.0542463076982364,0.4530346686390241,0.0909090909090909,0.9090909090909092,3
C006,10,0.2084897905879499,-0.0450306245120856,0.4620102056879854,0.2,0.8,5
C006,11,0.2201303662888502,-0.0333587418908853,0.4736194744685859,0.1904761904761904,0.8095238095238095,4
C006,12,0.2331431352881979,-0.0203383141816603,0.4866245847580563,0.1052631578947368,0.8947368421052632,6
C006,13,0.2415394049473596,-0.012043306352794,0.4951221162475133,0.2272727272727272,0.7727272727272727,3
C006,14,0.2558848120309898,0.0021797485610575,0.5095898755009222,0.1052631578947368,0.8947368421052632,6
C006,15,0.2673998861461083,0.013507882219554,0.5212918900726626,0.1818181818181818,0.8181818181818181,3
C006,16,0.2773595103512958,0.0232165260338752,0.5315024946687165,0.1904761904761904,0.8095238095238095,4
C006,17,0.2893805509168596,0.0349061688705046,0.5438549329632146,0.16,0.84,0
C006,18,0.2994881400489719,0.0446110328140187,0.5543652472839251,0.1818181818181818,0.8181818181818181,3
C006,19,0.3101688075566786,0.0548445126988523,0.5654931024145049,0.1428571428571428,0.8571428571428572,4
C006,20,0.3191224735820674,0.0633511735107424,0.5748937736533923,0.238095238095238,0.7619047619047619,4
C006,21,0.3299428197245536,0.0736976125689114,0.5861880268801958,0.1428571428571428,0.8571428571428572,4
C006,22,0.337933995195967,0.0811506226357104,0.5947173677562235,0.2631578947368421,0.736842105263158,6
C006,23,0.3452149242989249,0.0877985400272061,0.6026313085706436,0.2916666666666667,0.7083333333333333,1
C006,24,0.3552144457960019,0.0971115939045484,0.6133172976874555,0.1739130434782608,0.8260869565217391,2
C007,1,0.0225014229513069,-0.3319380257471675,0.3769408716497814,0.48,0.52,0
C007,2,0.0223179559608684,-0.3316167479307065,0.3762526598524435,0.4545454545454545,0.5454545454545454,3
C007,3,0.0156410195916757,-0.3378590617394406,0.369141100922792,0.625,0.375,1
C007,4,0.0153117603130453,-0.3377575171605192,0.3683810377866099,0.4782608695652174,0.5217391304347826,2
C007,5,0.0162642974325992,-0.3364072058379326,0.3689358007031311,0.391304347826087,0.6086956521739131,2
C007,6,0.0106371192285853,-0.3417186287685166,0.3629928672256873,0.56,0.4399999999999999,0
C007,7,0.0085828168978605,-0.3434591276617436,0.3606247614574647,0.4347826086956521,0.5652173913043479,2
C007,8,-0.0007075507369941,-0.3525097986305891,0.3510946971566008,0.68,0.3199999999999999,0
C007,9,-0.0053521401532142,-0.3569328592547828,0.3462285789483544,0.5416666666666666,0.4583333333333333,1
C007,10,-0.0011162330246697,-0.3525345214144551,0.3503020553651156,0.32,0.6799999999999999,0
C007,11,-0.0040425701227287,-0.355442169159524,0.3473570289140665,0.5454545454545454,0.4545454545454546,3
C007,12,-0.0096684597997602,-0.3610870540826202,0.3417501344830998,0.6,0.4,0
C007,13,-0.0125881938576058,-0.3640617763170966,0.3388853886018849,0.5454545454545454,0.4545454545454546,3
C007,14,-0.0176696177779194,-0.3692589265103382,0.3339196909544994,0.56,0.4399999999999999,0
C007,15,-0.0228671129665033,-0.3745741861136366,0.32883996018063,0.5909090909090909,0.409090909090909,3
C007,16,-0.0270426690374714,-0.3789479857437698,0.3248626476688271,0.5217391304347826,0.4782608695652174,2
C007,17,-0.0389248377210912,-0.3911214697494866,0.3132717943073042,0.76,0.24,0
C007,18,-0.049385853985604,-0.4019079183602932,0.3031362103890852,0.7083333333333334,0.2916666666666666,1
C007,19,-0.0504985497006215,-0.4033592558908925,0.3023621564896493,0.5,0.5,1
C007,20,-0.0639542177287425,-0.4171925308704062,0.289284095412921,0.782608695652174,0.217391304347826,2
C007,21,-0.078424045371034,-0.4321067127708179,0.2752586220287499,0.8,0.1999999999999999,0
C007,22,-0.0929229775169762,-0.4470786240770588,0.2612326690431064,0.8181818181818182,0.1818181818181817,3
C007,23,-0.1112601083689474,-0.4658907032926438,0.2433704865547489,0.88,0.12,0
C007,24,-0.1230612008587152,-0.4781706185738258,0.2320482168563953,0.7391304347826086,0.2608695652173913,2
C008,1,-0.5399339011381273,-0.8986083568420684,-0.1812594454341862,0.782608695652174,0.217391304347826,2
C008,2,-0.5456860766616838,-0.9038908015732176,-0.1874813517501499,0.6086956521739131,0.3913043478260869,2
C008,3,-0.5511081885869167,-0.9089225699514376,-0.1932938072223957,0.5833333333333334,0.4166666666666666,1
C008,4,-0.564563144761747,-0.9220510812689678,-0.207075208254526,0.76,0.24,0
C008,5,-0.5762911885220943,-0.9334991114345678,-0.2190832656096207,0.75,0.25,1
C008,6,-0.593716630551612,-0.9507065442661712,-0.2367267168370526,0.8695652173913043,0.1304347826086956,2
C008,7,-0.6047897821856728,-0.9616089696829306,-0.2479705946884149,0.68,0.3199999999999999,0
C008,8,-0.611972760019292,-0.9686734471494556,-0.2552720728891283,0.64,0.36,0
C008,9,-0.6185601668162795,-0.9752156697638696,-0.2619046638686893,0.6086956521739131,0.3913043478260869,2
C008,10,-0.6304599078867394,-0.9871584713627952,-0.2737613444106838,0.75,0.25,1
C008,11,-0.6409077110995958,-0.9977124933013396,-0.2841029288978518,0.72,0.28,0
C008,12,-0.6586357089240746,-1.0156109198530752,-0.3016604979950742,0.9130434782608696,0.0869565217391304,2
C008,13,-0.6713241997522275,-1.0284730287284145,-0.3141753707760406,0.8181818181818182,0.1818181818181817,3
C008,14,-0.6860746226443684,-1.0434726824945504,-0.3286765627941863,0.8333333333333334,0.1666666666666666,1
C008,15,-0.7026840938463595,-1.060377868358892,-0.3449903193338271,0.875,0.125,1
C008,16,-0.7194474418528454,-1.0774691224317086,-0.361425761273982,0.8695652173913043,0.1304347826086956,2
C008,17,-0.7375967919619688,-1.0959757470125462,-0.3792178369113915,0.9130434782608696,0.0869565217391304,2
C008,18,-0.7570795100983521,-1.115820115145834,-0.3983389050508701,0.9166666666666666,0.0833333333333333,1
C008,19,-0.7766062227352398,-1.1357332851887338,-0.4174791602817458,0.92,0.0799999999999999,0
C008,20,-0.7947548294899,-1.1542705569932936,-0.4352391019865063,0.9047619047619048,0.0952380952380952,4
C008,21,-0.8120749869599697,-1.1720107174589336,-0.4521392564610058,0.8636363636363636,0.1363636363636363,3
C008,22,-0.8325920450941675,-1.192980293388033,-0.4722037968003024,0.9565217391304348,0.0434782608695651,2
C008,23,-0.8513751802996105,-1.2122469379136973,-0.4905034226855235,0.9166666666666666,0.0833333333333333,1
C008,24,-0.8722698575034077,-1.2336272747344423,-0.510912440272373,0.9523809523809524,0.0476190476190476,4
C009,1,-0.304580651563751,-0.5012578374367354,-0.1079034656907667,0.3809523809523809,0.6190476190476191,25
C009,2,-0.3004673532610037,-0.4962658366177432,-0.1046688699042642,0.3043478260869565,0.6956521739130435,25
C009,3,-0.2971396447542853,-0.4921536074034581,-0.1021256821051125,0.3809523809523809,0.6190476190476191,25
C009,4,-0.2972185065417436,-0.4915216945225727,-0.1029153185609145,0.4285714285714285,0.5714285714285714,25
C009,5,-0.296279502898299,-0.489986773525337,-0.102572232271261,0.4347826086956521,0.5652173913043479,25
C009,6,-0.2959812512616158,-0.4891763928569153,-0.1027861096663163,0.44,0.56,25
C009,7,-0.2888013201975143,-0.4815953643178843,-0.0960072760771444,0.2727272727272727,0.7272727272727273,25
C009,8,-0.2868028934123238,-0.4792882694465609,-0.0943175173780866,0.4090909090909091,0.5909090909090908,25
C009,9,-0.2885426543041307,-0.4807918256847194,-0.0962934829235419,0.5217391304347826,0.4782608695652174,25
C009,10,-0.2803476253344985,-0.472466372250323,-0.088228878418674,0.3043478260869565,0.6956521739130435,25
C009,11,-0.2676612229181757,-0.4597416016869116,-0.0755808441494397,0.1739130434782608,0.8260869565217391,25
C009,12,-0.2689118461395751,-0.4610367720637439,-0.0767869202154062,0.5,0.5,25
C009,13,-0.2654918264923168,-0.4577532967679608,-0.0732303562166728,0.375,0.625,25
C009,14,-0.2674451968035368,-0.4599034515297114,-0.0749869420773622,0.5,0.5,25
C009,15,-0.2714031257306767,-0.464130663142407,-0.0786755883189463,0.625,0.375,25
C009,16,-0.2735144301835137,-0.4666037009275105,-0.0804251594395168,0.5217391304347826,0.4782608695652174,25
C009,17,-0.266882645927733,-0.4603804826995409,-0.073384809155925,0.2916666666666667,0.7083333333333333,25
C009,18,-0.2617643634927118,-0.455743724749129,-0.0677850022362947,0.3478260869565217,0.6521739130434783,25
C009,19,-0.264219358531955,-0.4587120729321203,-0.0697266441317896,0.5217391304347826,0.4782608695652174,25
C009,20,-0.2699375997717521,-0.4650171081282276,-0.0748580914152766,0.5652173913043478,0.4347826086956522,25
C009,21,-0.2711675623038139,-0.4669184111418979,-0.0754167134657299,0.4444444444444444,0.5555555555555556,25
C009,22,-0.2677781915984769,-0.4642620755860137,-0.07129430761094,0.375,0.625,25
C009,23,-0.2701978364203687,-0.467500015297825,-0.0728956575429125,0.5238095238095238,0.4761904761904761,25
C009,24,-0.2788440348443831,-0.4770502415732704,-0.0806378281154957,0.6521739130434783,0.3478260869565217,25
C010,1,-0.2747430152562584,-0.684390706750244,0.1349046762377272,0.9523809523809524,0.0476190476190476,4
C010,2,-0.2924009499311635,-0.7016195259100907,0.1168176260477635,0.9047619047619048,0.0952380952380952,4
C010,3,-0.3083907563625647,-0.7172200924675367,0.1004385797424073,0.8571428571428571,0.1428571428571429,4
C010,4,-0.3290210837930084,-0.737536726211264,0.0794945586252471,0.9444444444444444,0.0555555555555555,7
C010,5,-0.3493480395649906,-0.757592126696195,0.0588960475662138,0.9166666666666666,0.0833333333333333,1
C010,6,-0.3718900569604876,-0.7798652673562251,0.0360851534352498,1.0,0.0,4
C010,7,-0.3923117773254512,-0.8000645049042401,0.0154409502533376,0.95,0.05,5
C010,8,-0.4098431067319579,-0.8174100961756063,-0.0022761172883096,0.8571428571428571,0.1428571428571429,4
C010,9,-0.4292136013211618,-0.8366537026306698,-0.0217735000116537,0.8947368421052632,0.1052631578947368,6
C010,10,-0.449728757253388,-0.8570447025407237,-0.0424128119660523,0.9473684210526316,0.0526315789473684,6
C010,11,-0.4721628281196161,-0.8793921850948361,-0.0649334711443961,1.0,0.0,9
C010,12,-0.4898138375700785,-0.8970425496261245,-0.0825851255140326,0.8636363636363636,0.1363636363636363,3
C010,13,-0.5119989638137202,-0.91926243944604,-0.1047354881814003,1.0,0.0,6
C010,14,-0.5298923895074467,-0.9371935011147454,-0.1225912779001478,0.9090909090909092,0.0909090909090909,3
C010,15,-0.5497764714781108,-0.9571327863881908,-0.1424201565680309,0.9090909090909092,0.0909090909090909,3
C010,16,-0.571796228892288,-0.9792205427320332,-0.1643719150525427,1.0,0.0,3
C010,17,-0.5933946835725201,-1.00091951792029,-0.1858698492247501,0.9545454545454546,0.0454545454545454,3
C010,18,-0.6156357566195189,-1.0232652867875185,-0.2080062264515194,1.0,0.0,5
C010,19,-0.6358994599456251,-1.0436933137508344,-0.2281056061404159,0.9130434782608696,0.0869565217391304,2
C010,20,-0.658757544597195,-1.0667469241319294,-0.2507681650624607,1.0,0.0,4
C010,21,-0.6815496139188593,-1.0897808291157425,-0.2733183987219763,1.0,0.0,5
C010,22,-0.7038783041765325,-1.1124074777405424,-0.2953491306125227,1.0,0.0,8
C010,23,-0.7261830290947757,-1.1350951429368905,-0.3172709152526608,1.0,0.0,5
C010,24,-0.7402934343454248,-1.149623216691312,-0.3309636519995376,0.75,0.25,1
C011,1,-0.195786911621633,-0.5041049376146881,0.1125311143714221,0.5,0.5,1
C011,2,-0.1926129248021199,-0.5003748945321039,0.115149044927864,0.3333333333333333,0.6666666666666667,1
C011,3,-0.1943292719695368,-0.5016099301486208,0.112951386209547,0.4583333333333333,0.5416666666666667,1
C011,4,-0.1903492103578584,-0.497242044574553,0.1165436238588361,0.391304347826087,0.6086956521739131,2
C011,5,-0.190434695943055,-0.4970139138864778,0.1161445220003677,0.5,0.5,1
C011,6,-0.1920906217815288,-0.4983847976232133,0.1142035540601555,0.4782608695652174,0.5217391304347826,2
C011,7,-0.197704147437375,-0.5037629968300845,0.1083547019553344,0.5833333333333334,0.4166666666666666,1
C011,8,-0.2033322742509695,-0.5092059082642635,0.1025413597623243,0.6086956521739131,0.3913043478260869,2
C011,9,-0.2157526952688659,-0.5214429596659376,0.0899375691282056,0.7083333333333334,0.2916666666666666,1
C011,10,-0.2247695720591868,-0.530332508392242,0.0807933642738683,0.6818181818181818,0.3181818181818182,3
C011,11,-0.231558386900381,-0.5370690303038366,0.0739522565030744,0.6,0.4,5
C011,12,-0.2385630961445535,-0.5441045518696108,0.0669783595805036,0.6086956521739131,0.3913043478260869,2
